model,perturbation method,source split,example_id,label,hypothesis,original premise,perturbed premise
roberta,passive,mismatched,7528,0,They gave support to civilian groups to see how bad the attack was.,"Under the command of state governors, they provided support to civilian agencies to assess the nature of the attack, offer medical and technical advice, and coordinate state and local responses.",Support was provided by they.
roberta,passive,mismatched,7590,0,Is that done a lot with people like Britney Spears?,Don't they do that a lot with like Britney Spears and people like that?,That was done by they?
roberta,passive,mismatched,7757,0,Some children who buy and sell candy on the street develop sophisticated concepts of classification and equivalence.,"In Brazil, child street vendors with little or no schooling display sophisticated concepts of classification and equivalence as the result of buying candy from wholesalers, pricing it with the help of adults and experienced peers, and bargaining with customers on city streets.",Sophisticated concepts of classification and equivalence was displayed by child street vendors with little or no schooling.
roberta,passive,mismatched,7817,0,Bush authorized the military to help in Somalia for humanitarian reasons.,The first President Bush had authorized the use of U.S. military forces to ensure humanitarian relief in war-torn Somalia.,The use of U.S. military forces was authorized by the first President Bush.
roberta,passive,mismatched,7863,2,Only a twisted mind would read crude meanings into such terms.,It does not take a too-wicked mind to read into such terms meanings of a lewd nature.,A too-wicked mind was taken by It.
roberta,passive,mismatched,7903,2,Apparel manufacturers can improve the assembly stage through team-based production but not modular production.,"Finally, apparel manufacturers can make innovations in the assembly stage through modular, or team-based, production.",Innovations in the assembly stage was made by apparel manufacturers.
roberta,passive,mismatched,8146,0,"They make sure he or she notices by touching, holding up or pointing at an object while looking at another person.","They touch an object, hold it up, or point to it while looking at another person to make sure he or she notices.",An object was touched by They.
roberta,passive,mismatched,8259,2,The interviewer gasped in shock.,Her interviewer didn't bat an eye.,An eye was batted by Her interviewer.
roberta,passive,mismatched,8260,0,In Map 33 we see the areas where the words child and bairn were popular.,"Map 33 shows the distribution of child (most of southern England) and of bairn (north of a slightly wavy line between Boston, on the Wash to the east, and Lancaster, on the west coast).",The distribution of child (most of southern England) was shown by Map 33.
roberta,passive,mismatched,8415,2,We knew more about diabetes when we were building our marriage and trying to adjust to having it in our lives.,"We didn't know as much about it as we do today, and were learning and adjusting to diabetes at the same time we were building our marriage.",As much about it was known by We.
roberta,passive,mismatched,8479,2,"The commitments we currently have, stand at seventy percent of our goal. ","As of this date, we have received commitments for approximately forty percent of our goal to the Timothy J. O'Leary Periodontal Endowment Fund.",Commitments was received by we.
roberta,passive,mismatched,8507,0,There was siding on her house.,We were putting siding on her house and beat on the door nobody comes to the door it's summertime everybody sleeping until 10:00.,Siding was put by We.
roberta,passive,mismatched,8525,2,underprivileged children will not be able to eat well-balanced meals.,"Men and women struggling with addictions find healing, forgiveness and the chance to make a new start in life... families living from paycheck to paycheck find comfort, food and emergency assistance... and underprivileged children have the opportunity to eat well-balanced meals and participate in special activities.","Healing, forgiveness and the chance to make a new start in life was found by Men and women struggling with addictions."
